# 1999
IMDb ID	Title	Year	Language(s)
tt0118665	Baby Geniuses	1999	English
tt0120188	Three Kings	1999	English, Arabic
tt0120363	Toy Story 2	1999	English, Arabic, Spanish
tt0120601	Being John Malkovich	1999	English
tt0120604	Beowulf	1999	English
tt0120616	The Mummy	1999	English, Egyptian (Ancient), Arabic, Chinese, Hebrew, Hungarian
tt0120617	Bravo Two Zero	1999	English, Portuguese, Spanish
tt0120620	Brokedown Palace	1999	English, Thai
tt0120646	The Deep End of the Ocean	1999	English
tt0120655	Dogma	1999	English
tt0120657	The 13th Warrior	1999	English, Latin, Swedish, Norse,  Old, Danish
tt0120662	Eye of the Beholder	1999	English
tt0120663	Eyes Wide Shut	1999	English
tt0120689	The Green Mile	1999	English, French
tt0120716	Jakob the Liar	1999	English
tt0120784	Payback	1999	English
tt0120855	Tarzan	1999	English
tt0120891	Wild Wild West	1999	English
tt0120907	eXistenZ	1999	English
tt0120910	Fantasia 2000	1999	English
tt0120915	Star Wars: Episode I - The Phantom Menace	1999	English
tt0122933	Analyze This	1999	English
tt0123964	Life	1999	English
tt0124298	Blast from the Past	1999	English, French, German, Latin
tt0124315	The Cider House Rules	1999	English
tt0125439	Notting Hill	1999	English, Spanish
tt0125664	Man on the Moon	1999	English
tt0126886	Election	1999	English, Spanish
tt0128137	The Confession	1999	English, Hebrew
tt0128278	Instinct	1999	English
tt0129167	The Iron Giant	1999	English
tt0130121	Mickey Blue Eyes	1999	English
tt0131325	Bowfinger	1999	English
tt0131369	Edtv	1999	English
tt0131566	Rogue Trader	1999	English
tt0131646	Wing Commander	1999	English
tt0132347	Mystery Men	1999	English
tt0132477	October Sky	1999	English
tt0132905	No One Writes to the Colonel	1999	Spanish
tt0133093	The Matrix	1999	English
tt0133385	Asterix and Obelix vs. Caesar	1999	French, German
tt0134033	Plunkett & Macleane	1999	English
tt0134119	The Talented Mr. Ripley	1999	English, Italian
tt0134273	8MM	1999	English
tt0137363	Arlington Road	1999	English
tt0137494	Entrapment	1999	English
tt0137523	Fight Club	1999	English
tt0138304	The Astronaut's Wife	1999	English
tt0138510	Idle Hands	1999	English
tt0139134	Cruel Intentions	1999	English, Vietnamese, French
tt0139151	Inferno	1999	English
tt0139239	Go	1999	English
tt0139462	Message in a Bottle	1999	English
tt0139668	True Crime	1999	English
tt0139699	Varsity Blues	1999	English
tt0139809	The Thirteenth Floor	1999	English
tt0140352	The Insider	1999	English, Japanese, Arabic, Persian
tt0141369	Inspector Gadget	1999	English, Norwegian, French, Spanish
tt0142342	Big Daddy	1999	English, Italian
tt0142688	The Ninth Gate	1999	English, French, Latin, Portuguese, Spanish
tt0143145	The World Is Not Enough	1999	English, Russian, Spanish
