# 1993
IMDb ID	Title	Year	Language(s)
tt0107616	Much Ado About Nothing	1993	English
tt0108037	The Sandlot	1993	English
tt0107843	Point of No Return	1993	English, French
tt0697735	The Movie	1993	English
tt0106965	Free Willy	1993	English
tt0792903	X-Ternally Yours	1993	English
tt0809290	The Worst Noel	1993	English
tt0106701	Dennis the Menace	1993	English
tt0635199	The Man of Steel Bars	1993	English
tt0107076	Hard Target	1993	English, French
tt0751334	Red Dawn	1993	English
tt0697703	The Glasses	1993	English
tt0701279	Treehouse of Horror IV	1993	English
tt0108258	Surf Ninjas	1993	English
tt0701080	Cape Feare	1993	English
tt0701246	The Last Temptation of Homer	1993	English
tt0106104	Prime Suspect 3	1993	English
tt0106336	Babylon 5: The Gathering	1993	English
tt0108052	Schindler's List	1993	English, Hebrew, German, Polish
tt0106307	Arizona Dream	1993	English, Spanish, Inuktitut
tt0773650	Selma's Choice	1993	English
tt0110265	Killing Zoe	1993	English, French
tt0751335	Repo Man	1993	English
tt0651849	Mr. Bean in Room 426	1993	English
tt0107048	Groundhog Day	1993	English, French, Italian
tt0708504	Battle Lines	1993	English
tt0642205	A Little Off the Top	1993	English
tt0584106	Be True to Your Pre-School	1993	N/A
tt0106504	Calendar	1993	English, German, Russian, Armenian, Hebrew
tt0582453	Miracle on Third or Fourth Street	1993	English
tt0751131	Ghost in the Machine	1993	English
tt0107617	The Scent of Green Papaya	1993	Vietnamese
tt0139315	The Happy Woodcutter	1993	English
tt0107688	The Nightmare Before Christmas	1993	English
tt0773651	So It's Come to This: A Simpsons Clip Show	1993	English
tt0108065	Searching for Bobby Fischer	1993	English
tt0584199	Silence Is Not Golden	1993	English
tt0751350	Whatever It Takes	1993	English
tt0108053	Schramm: Into the Mind of a Serial Killer	1993	German, French
tt0107818	Philadelphia	1993	English
tt0701072	Boy Scoutz 'n the Hood	1993	English
tt0582431	I Hate Frasier Crane	1993	English
tt0107211	Indecent Proposal	1993	English
tt0583039	The Baby Comes Out	1993	English
tt0107156	The Wedding Banquet	1993	Mandarin, English
tt0583037	The Alma Matter	1993	English
tt0642323	Luck of the Bundys	1993	English
tt0584215	The Dating Game	1993	English
tt0333600	Croatian Natural Heritage: The Medvednica Nature Park	1993	N/A
tt0106220	Addams Family Values	1993	English
tt0108188	Sonatine	1993	Japanese
tt0582979	Hex and the Single Guy	1993	English
tt0582383	Dinner at Eight	1993	English
tt0582970	Fresh Prince After Dark	1993	English
tt0697677	The Cigar Store Indian	1993	English
tt0105655	Swordsman III: The East Is Red	1993	Cantonese, Mandarin
tt0582983	Home Is Where the Heart Attack Is	1993	English
tt0107798	The Pelican Brief	1993	English
tt0106611	Cool Runnings	1993	English, German, Russian
tt0583000	Just Say Yo	1993	English
tt0584222	The House Meets the Mouse: Part 2	1993	English
tt0107362	Last Action Hero	1993	English
tt0106881	Fearless	1993	English
tt0776000	The Heartbreak Kid	1993	N/A
tt0108174	So I Married an Axe Murderer	1993	English, Russian
tt0583054	The Way We Were	1993	English
tt0582376	Death Becomes Him	1993	N/A
tt0106226	The Age of Innocence	1993	English, Italian
tt0583065	Where There's a Will, There's a Way: Part 1	1993	English
tt0106452	Body Snatchers	1993	English
tt0751094	Conduit	1993	English
tt0583078	You've Got to Be a Football Hero	1993	English
tt0583040	The Best Laid Plans	1993	English
tt0108399	True Romance	1993	English, Italian
tt0108160	Sleepless in Seattle	1993	English
tt0583076	You Bet Your Life	1993	English
tt0751297	'Til Death Do Us Part: Part 2	1993	English
tt0701148	Krusty Gets Kancelled	1993	English
tt0697653	The Barber	1993	English
tt0108308	Teenage Mutant Ninja Turtles III	1993	English
tt0108330	This Boy's Life	1993	English
tt0108592	Once Upon a Time in China III	1993	Cantonese, Russian
tt0751208	Squeeze	1993	English
tt0776071	Please Don't Touch the Dinosaur	1993	English
tt0582938	Ain't No Business Like Show Business	1993	English
tt0108550	What's Eating Gilbert Grape	1993	English
tt0751201	Shadows	1993	English
tt0107144	Hot Shots! Part Deux	1993	English
tt0107978	RoboCop 3	1993	English, Japanese
tt0107315	Kika	1993	Spanish
tt0701171	Marge in Chains	1993	English
tt0764185	Brother from the Same Planet	1993	English
tt0751296	'Til Death Do Us Part: Part 1	1993	English
tt0107120	Hocus Pocus	1993	English, French
tt0582952	Bundle of Joy	1993	English
tt0582997	It's Better to Have Loved and Lost It...	1993	English
tt0751207	Space	1993	English
tt0352442	Iron Maiden: Donington Live 1992	1993	English
tt0107977	Robin Hood: Men in Tights	1993	English
tt0582939	All Guts, No Glory	1993	English
tt0604374	Gone for Goode	1993	English
tt0584206	Subterranean Graduation Blues	1993	English
tt0106856	Falling Down	1993	English, Spanish, Korean
tt0583024	Six Degrees of Graduation	1993	English
tt0773645	Homer Goes to College	1993	English
tt0751343	The Cure	1993	English
tt0751344	The Final Decision	1993	English
tt0108071	The Secret Garden	1993	English
tt0701066	Bart's Inner Child	1993	English
tt0107692	Ninja Scroll	1993	Japanese
tt0697745	The Outing	1993	English
tt0107659	Loaded Weapon 1	1993	English
tt0106912	Fire in the Sky	1993	English
tt0697742	The Old Man	1993	English
tt0697711	The Implant	1993	English
tt0106519	Carlito's Way	1993	English, Spanish
tt0604432	The Night of the Dead Living	1993	English
tt0106977	The Fugitive	1993	English, Polish, Spanish
tt0635171	Neverending Battle	1993	English, Japanese
tt0642211	A Tisket, a Tasket, Can Peg Make a Basket?	1993	English
tt0582423	Here's Looking at You	1993	English
tt0107009	Ghost in the Machine	1993	English
tt0106913	Fire on the Amazon	1993	English, Spanish
tt0751141	Ice	1993	English
