# 1995
IMDb ID	Title	Year	Language(s)
tt0583587	The One with the Candy Hearts	1995	English
tt0751554	The Reckoning	1995	English
tt0751302	Beyond Good and Evil: Part 2	1995	N/A
tt0635190	Tempus Fugitive	1995	N/A
tt0583574	The One with the Baby on the Bus	1995	English
tt0113820	Mighty Morphin Power Rangers: The Movie	1995	English
tt0708996	Time and Again	1995	English
tt0567966	Everything Old Is New Again	1995	English
tt0778447	Bart's Comet	1995	English
tt0751139	Humbug	1995	English
tt0114852	Village of the Damned	1995	English
tt0113845	Money Train	1995	English
tt0114069	Outbreak	1995	English, Korean, French
tt0113083	The Flower of My Secret	1995	Spanish, French
tt0701045	A Star Is Burns	1995	English
tt0697759	The Postponement	1995	English
tt0708558	Indiscretion	1995	English
tt0708938	Non Sequitur	1995	English
tt0778446	Bart vs. Australia	1995	English, Spanish, Ukrainian, German
tt0697702	The Fusilli Jerry	1995	English
tt0113226	Die große Liebe des Dr. Isidor Scheminsky	1995	N/A
tt0635153	Home Is Where the Hurt Is	1995	English
tt0697705	The Gum	1995	English
tt0517677	Passing Through Gethsemane	1995	English
tt0567958	Do One, Teach One, Kill One	1995	English
tt0792902	Orphan's End	1995	N/A
tt0517641	Convictions	1995	English
tt0423734	Sense títol amb Andreu Buenafuente	1995	Spanish
tt0113819	Mighty Aphrodite	1995	English, Latin
tt0113228	Grumpier Old Men	1995	English, Italian, German
tt0583519	The One with Five Steaks and an Eggplant	1995	English
tt0751191	Revelations	1995	English
tt0113243	Hackers	1995	English, Italian, Japanese, Russian
tt0113071	First Knight	1995	English
tt0708906	Heroes and Demons	1995	English
tt0113627	Leaving Las Vegas	1995	English, Russian
tt0517615	A Day in the Strife	1995	English
tt0114608	Tales from the Crypt: Demon Knight	1995	English
tt0697758	The Pool Guy	1995	English
tt0112159	Neon Genesis Evangelion	1995–1996	Japanese, English
tt0109723	Embrace of the Vampire	1995	English
tt0114898	Waterworld	1995	English
tt0583510	The One with All the Poker	1995	English
tt0568032	Love Among the Ruins	1995	English
tt0708889	Ex Post Facto	1995	English
tt0112642	Casper	1995	English
tt0702785	The King Is Back	1995	N/A
tt0114787	Underground	1995	Serbian, German, French, English, Russian
tt0112817	Dead Man	1995	English, Cree
tt0751489	Hooves and Harlots	1995	English
tt0751222	The Calusari	1995	English, Romanian
tt0583453	The One Where Heckles Dies	1995	English
tt0114745	The Tuskegee Airmen	1995	English
tt0701165	Lisa's Wedding	1995	English
tt0114388	Sense and Sensibility	1995	English, French
tt0708644	The Sword of Kahless	1995	English
tt0751240	The Walk	1995	English
tt0112040	The Langoliers	1995–	English
tt0583603	The One with the Fake Monica	1995	English, Dutch
tt0112281	Ace Ventura: When Nature Calls	1995	English
tt0112818	Dead Man Walking	1995	English
tt0702741	Last Days	1995	English
tt0568005	Home	1995	English
tt0114576	Sudden Death	1995	English
tt0751475	Dreamworker	1995	English
tt0511802	Strong Arm of the Law	1995	N/A
tt0352201	Behind the Scenes: Die Hard - With a Vengeance	1995	English
tt0701108	Home Sweet Home-Dum-Diddly Doodily	1995	English
tt0568034	Luck of the Draw	1995	English
tt0112471	Before Sunrise	1995	English, German, French
tt0112688	Clockers	1995	English
tt0113568	Ghost in the Shell	1995	Japanese
tt0114781	Under Siege 2: Dark Territory	1995	English
tt0568033	Love's Labor Lost	1995	English
tt0777529	Parturition	1995	N/A
