# 1998
IMDb ID	Title	Year	Language(s)
tt0117875	Tempo	1998	N/A
tt0118636	Apt Pupil	1998	English, German
tt0118661	The Avengers	1998	English
tt0118715	The Big Lebowski	1998	English, German, Hebrew, Spanish
tt0118744	Hush	1998	English
tt0118789	Buffalo '66	1998	English
tt0118843	Black Cat, White Cat	1998	Romany, Serbian, Bulgarian
tt0118929	Dark City	1998	English
tt0118956	Deep Rising	1998	English, Korean
tt0118966	Desperate Measures	1998	English
tt0118998	Doctor Dolittle	1998	English
tt0119038	Le Dîner de Cons	1998	French
tt0119099	Fallen	1998	English, Syriac, Assyrian Neo-Aramaic
tt0119313	Hope Floats	1998	English
tt0119314	The Horse Whisperer	1998	English
tt0119643	Meet Joe Black	1998	English, Dutch
tt0119670	The Mighty	1998	English
tt0119683	Les Misérables	1998	English
tt0119778	Next Stop Wonderland	1998	English
tt0119891	Phantoms	1998	English
tt0120008	The Replacement Killers	1998	English, Cantonese
tt0120131	The Lion King 2: Simba's Pride	1998	English
tt0120148	Sliding Doors	1998	English
tt0120157	Soldier	1998	English
tt0120184	Sphere	1998	English
tt0120382	The Truman Show	1998	English
tt0120484	The Waterboy	1998	English
tt0120533	Celebrity	1998	English
tt0120576	Dance with Me	1998	English
tt0120577	54	1998	English
tt0120586	American History X	1998	English
tt0120587	Antz	1998	English
tt0120591	Armageddon	1998	English, Russian, Indonesian
tt0120595	Babe: Pig in the City	1998	English
tt0120609	The Big Hit	1998	English
tt0120611	Blade	1998	English, Russian
tt0120623	A Bug's Life	1998	English
tt0120631	Ever After: A Cinderella Story	1998	English
tt0120632	City of Angels	1998	English
tt0120647	Deep Impact	1998	English
tt0120660	Enemy of the State	1998	English
tt0120669	Fear and Loathing in Las Vegas	1998	English
tt0120684	Gods and Monsters	1998	English, Hungarian
tt0120685	Godzilla	1998	English, French, Japanese, Russian, Spanish
tt0120693	Half Baked	1998	English, Turkish
tt0120694	Halloween H20: 20 Years Later	1998	English
tt0120696	Hard Rain	1998	English
tt0120711	Babylon 5: In the Beginning	1998	English
tt0120724	Knock Off	1998	English
tt0120728	The Last Days of Disco	1998	English
tt0120731	The Legend of 1900	1998	English, French
tt0120735	Lock, Stock and Two Smoking Barrels	1998	English
tt0120738	Lost in Space	1998	English
tt0120741	Mafia!	1998	English, Italian
tt0120744	The Man in the Iron Mask	1998	English, Italian
tt0120746	The Mask of Zorro	1998	English
tt0120749	Mercury Rising	1998	English
tt0120762	Mulan	1998	English, Mandarin
tt0120768	The Negotiator	1998	English
tt0120770	A Night at the Roxbury	1998	English
tt0120773	The Odd Couple II	1998	English, Spanish
tt0120780	Out of Sight	1998	English
tt0120783	The Parent Trap	1998	English, French
tt0120787	A Perfect Murder	1998	English, Arabic
tt0120789	Pleasantville	1998	English
tt0120791	Practical Magic	1998	English
tt0120794	The Prince of Egypt	1998	English, Hebrew
tt0120802	The Red Violin	1998	French, English, Mandarin, Italian, German
tt0120812	Rush Hour	1998	English, Cantonese, Mandarin
tt0120815	Saving Private Ryan	1998	English, French, German, Czech
tt0120820	Senseless	1998	English
tt0120828	Six Days Seven Nights	1998	English, German
tt0120832	Snake Eyes	1998	English
tt0120844	Star Trek: Insurrection	1998	English
tt0120863	The Thin Red Line	1998	English, Tok Pisin, Japanese, Greek
tt0120873	U.S. Marshals	1998	English
tt0120888	The Wedding Singer	1998	English
tt0120889	What Dreams May Come	1998	English
tt0120890	Wild Things	1998	English
tt0120901	Wrongfully Accused	1998	English
tt0120902	The X Files	1998	English, Arabic
tt0121804	Babylon 5: Thirdspace	1998	English
tt0122151	Lethal Weapon 4	1998	English, Cantonese, Mandarin
tt0122690	Ronin	1998	English, French, Russian
tt0122718	Small Soldiers	1998	English
tt0123865	Gia	1998	English, German, French
tt0124198	Very Bad Things	1998	English
